,player_name,result_type,result_contest,result_zone,0 pts,2 pts,3 pts
0,Stephen Curry,Floater,Average,Rim,0.39700070564232426,0.4557879670693875,0.14721132728828826
1,Stephen Curry,Floater,Average,Right Corner 3,0.6035163293164771,0.16292682421840515,0.23355684646511765
2,Stephen Curry,Floater,Average,Mid-Left Above Break 3,0.5889509696330026,0.14798037217349205,0.2630686581935052
3,Stephen Curry,Floater,Average,Left Corner 3,0.5971072394403508,0.17015931774340348,0.2327334428162458
4,Stephen Curry,Floater,Average,Mid-Right Above Break 3,0.6209890159628646,0.14901364831464764,0.22999733572248773
5,Stephen Curry,Floater,Average,Right Above Break 3,0.6227643353808189,0.14479789256983963,0.23243777204934157
6,Stephen Curry,Floater,Average,Left Above Break 3,0.6243670973554176,0.15029091084651905,0.22534199179806333
7,Stephen Curry,Floater,Average,Left Short Mid,0.5396428207415808,0.26468218678258926,0.19567499247583015
8,Stephen Curry,Floater,Average,Mid-Right Midrange,0.558036148832192,0.2481499600005895,0.19381389116721853
9,Stephen Curry,Floater,Average,Mid-Right Short Paint,0.5507306063555732,0.24432656756579405,0.20494282607863273
10,Stephen Curry,Floater,Average,Right Short Mid,0.5575311174560235,0.24109356299026868,0.20137531955370785
11,Stephen Curry,Floater,Average,Mid-Left Short Paint,0.5699840843934477,0.22346565392422338,0.20655026168232893
12,Stephen Curry,Floater,Average,Mid-Left Midrange,0.5498720048818344,0.25151533112532354,0.1986126639928421
13,Stephen Curry,Floater,Average,Mid-Left Deep Paint,0.5640398693520868,0.22805819616207995,0.20790193448583322
14,Stephen Curry,Floater,Average,Left Midrange,0.5588210686524127,0.24234152349123353,0.19883740785635381
15,Stephen Curry,Floater,Average,Right Midrange,0.5527894102448749,0.24996433901544463,0.19724625073968047
16,Stephen Curry,Floater,Open,Rim,0.34495139402026687,0.518906901938403,0.1361417040413301
17,Stephen Curry,Floater,Open,Right Corner 3,0.5610012071765363,0.21141313221907274,0.22758566060439095
18,Stephen Curry,Floater,Open,Mid-Left Above Break 3,0.5494134768666731,0.19305234520352593,0.25753417792980093
19,Stephen Curry,Floater,Open,Left Corner 3,0.5536290610499217,0.22012736679527461,0.2262435721548035
20,Stephen Curry,Floater,Open,Mid-Right Above Break 3,0.5804407192474834,0.19431598791815033,0.2252432928343663
21,Stephen Curry,Floater,Open,Right Above Break 3,0.5829129468910201,0.18917729634306632,0.22790975676591355
22,Stephen Curry,Floater,Open,Left Above Break 3,0.5834958008823208,0.1959487397672989,0.22055545935038018
23,Stephen Curry,Floater,Open,Left Short Mid,0.4898187949627581,0.32424319249188216,0.18593801254535974
24,Stephen Curry,Floater,Open,Mid-Right Midrange,0.5083722226784448,0.30690179358956515,0.18472598373198998
25,Stephen Curry,Floater,Open,Mid-Right Short Paint,0.5012965139331506,0.30333178826681717,0.19537169780003227
26,Stephen Curry,Floater,Open,Right Short Mid,0.5080450337430584,0.2998411748480488,0.19211379140889268
27,Stephen Curry,Floater,Open,Mid-Left Short Paint,0.5210665838807386,0.2811618946373046,0.19777152148195679
28,Stephen Curry,Floater,Open,Mid-Left Midrange,0.5003192885608063,0.3105213366031404,0.1891593748360533
29,Stephen Curry,Floater,Open,Mid-Left Deep Paint,0.5149808139831309,0.28617672352056245,0.1988424624963065
30,Stephen Curry,Floater,Open,Left Midrange,0.5092797193293805,0.30105153667794043,0.1896687439926791
31,Stephen Curry,Floater,Open,Right Midrange,0.5032933028738318,0.30877100792923623,0.18793568919693207
32,Stephen Curry,Floater,Plus,Rim,0.46221892209763543,0.382735914295158,0.15504516360720652
33,Stephen Curry,Floater,Plus,Right Corner 3,0.652410859864202,0.11963249132540868,0.22795664881038932
34,Stephen Curry,Floater,Plus,Mid-Left Above Break 3,0.635360258130603,0.10933711594913786,0.255302625920259
35,Stephen Curry,Floater,Plus,Left Corner 3,0.647236578718313,0.1250435938788949,0.22771982740279212
36,Stephen Curry,Floater,Plus,Mid-Right Above Break 3,0.6670894600122178,0.10953557800058325,0.22337496198719897
37,Stephen Curry,Floater,Plus,Right Above Break 3,0.6682705314955075,0.10627326470990987,0.22545620379458264
38,Stephen Curry,Floater,Plus,Left Above Break 3,0.6707624579096111,0.11018426540223418,0.21905327668815472
39,Stephen Curry,Floater,Plus,Left Short Mid,0.6015015790132978,0.20095245232870096,0.19754596865800128
40,Stephen Curry,Floater,Plus,Mid-Right Midrange,0.6186385299851433,0.18639345906335913,0.19496801095149746
41,Stephen Curry,Floater,Plus,Mid-Right Short Paint,0.611169103402823,0.18308028344947613,0.20575061314770085
42,Stephen Curry,Floater,Plus,Right Short Mid,0.617616555978055,0.18032166497812022,0.20206177904382466
43,Stephen Curry,Floater,Plus,Mid-Left Short Paint,0.6281264353045752,0.16576943773060127,0.20610412696482353
44,Stephen Curry,Floater,Plus,Mid-Left Midrange,0.6108287289336805,0.18931428641236567,0.199856984653954
45,Stephen Curry,Floater,Plus,Mid-Left Deep Paint,0.6227715689484791,0.16950836935911257,0.20772006169240834
46,Stephen Curry,Floater,Plus,Left Midrange,0.6189913043907601,0.18137888273725172,0.19962981287198817
47,Stephen Curry,Floater,Plus,Right Midrange,0.6135878272558495,0.18798258836160328,0.19842958438254724
48,Stephen Curry,Floater,Poor,Rim,0.3757233385566263,0.4841302667028457,0.14014639474052798
49,Stephen Curry,Floater,Poor,Right Corner 3,0.5891792920157093,0.18329391934482547,0.22752678863946532
50,Stephen Curry,Floater,Poor,Mid-Left Above Break 3,0.5762216109556287,0.16701151442297468,0.2567668746213967
