,player_name,result_type,result_contest,result_zone,0 pts,2 pts,3 pts
0,Stephen Curry,Off-Movement,Open,Left Corner 3,0.5861275354160236,0.12322641843450306,0.2906460461494734
1,Stephen Curry,Off-Movement,Open,Rim,0.3914082842787142,0.4781005312405223,0.13049118448076338
2,Stephen Curry,Off-Movement,Open,Right Above Break 3,0.638844783090607,0.12165956415474447,0.23949565275464849
3,Stephen Curry,Off-Movement,Open,Mid-Left Short Paint,0.5488120906516236,0.2500373750536207,0.2011505342947557
4,Stephen Curry,Off-Movement,Open,Mid-Right Above Break 3,0.6177833556102905,0.1082098307355791,0.2740068136541304
5,Stephen Curry,Off-Movement,Open,Mid-Left Above Break 3,0.5916952720783264,0.09716630052830506,0.31113842739336844
6,Stephen Curry,Off-Movement,Open,Right Midrange,0.46946176638174675,0.34680263001345024,0.1837356036048031
7,Stephen Curry,Off-Movement,Open,Left Midrange,0.5432444537269401,0.26564402833849865,0.1911115179345613
8,Stephen Curry,Off-Movement,Open,Left Above Break 3,0.5584485999354648,0.12623439772675393,0.3153170023377813
9,Stephen Curry,Off-Movement,Open,Mid-Left Midrange,0.39200665794215717,0.43694271828094317,0.17105062377689975
10,Stephen Curry,Off-Movement,Open,Right Corner 3,0.572016052848482,0.13386874071016155,0.29411520644135625
11,Stephen Curry,Off-Movement,Open,Right Short Mid,0.46329806593885425,0.35897754478007615,0.1777243892810696
12,Stephen Curry,Off-Movement,Open,Left Short Mid,0.4422045343361692,0.3649001939559396,0.19289527170789128
13,Stephen Curry,Off-Movement,Open,Mid-Right Midrange,0.5046783582713099,0.3195032755925332,0.17581836613615692
14,Stephen Curry,Off-Movement,Average,Left Corner 3,0.6283944312492865,0.0678526039821873,0.30375296476852603
15,Stephen Curry,Off-Movement,Average,Rim,0.499441721961392,0.3416297003438272,0.15892857769478066
16,Stephen Curry,Off-Movement,Average,Right Above Break 3,0.6842516479077982,0.06667334088053227,0.24907501121166947
17,Stephen Curry,Off-Movement,Average,Mid-Left Short Paint,0.6268573978272419,0.14988535612917606,0.22325724604358213
18,Stephen Curry,Off-Movement,Average,Mid-Right Above Break 3,0.657146967381943,0.05908906769020835,0.2837639649278488
19,Stephen Curry,Off-Movement,Average,Mid-Left Above Break 3,0.6260314498808143,0.05275657095171926,0.32121197916746647
20,Stephen Curry,Off-Movement,Average,Right Midrange,0.5553765914583911,0.2331544679377376,0.21146894060387128
21,Stephen Curry,Off-Movement,Average,Left Midrange,0.6239301128552923,0.16260793600235407,0.2134619511423536
22,Stephen Curry,Off-Movement,Average,Left Above Break 3,0.5999202432828377,0.06948672898398427,0.33059302773317817
23,Stephen Curry,Off-Movement,Average,Mid-Left Midrange,0.4749020072867035,0.3228974079421081,0.20220058477118838
24,Stephen Curry,Off-Movement,Average,Right Corner 3,0.6170544697214051,0.07376204192151307,0.3091834883570819
25,Stephen Curry,Off-Movement,Average,Right Short Mid,0.5530877076554048,0.24064363401153485,0.20626865833306032
26,Stephen Curry,Off-Movement,Average,Left Short Mid,0.5256625181388725,0.2511679586838536,0.22316952317727382
27,Stephen Curry,Off-Movement,Average,Mid-Right Midrange,0.5921811447018497,0.20711930726711292,0.20069954803103746
28,Stephen Curry,Off-Movement,Plus,Left Corner 3,0.6473448859632941,0.07367688918990191,0.27897822484680396
29,Stephen Curry,Off-Movement,Plus,Rim,0.5000663029130641,0.35427355961650053,0.14566013747043544
30,Stephen Curry,Off-Movement,Plus,Right Above Break 3,0.6997144367676384,0.07139456371113338,0.2288909995212281
31,Stephen Curry,Off-Movement,Plus,Mid-Left Short Paint,0.6384211244631814,0.15749357323651134,0.20408530230030725
32,Stephen Curry,Off-Movement,Plus,Mid-Right Above Break 3,0.6754881459430345,0.06391686317911222,0.2605949908778532
33,Stephen Curry,Off-Movement,Plus,Mid-Left Above Break 3,0.6468915565294171,0.057614850515588366,0.29549359295499433
34,Stephen Curry,Off-Movement,Plus,Right Midrange,0.5651319073114539,0.2432174030026062,0.19165068968593993
35,Stephen Curry,Off-Movement,Plus,Left Midrange,0.6347349388211811,0.17020819286508213,0.19505686831373684
36,Stephen Curry,Off-Movement,Plus,Left Above Break 3,0.620052816505189,0.07584227464536072,0.3041049088494504
37,Stephen Curry,Off-Movement,Plus,Mid-Left Midrange,0.48241395799476494,0.33605520115412474,0.18153084085111035
38,Stephen Curry,Off-Movement,Plus,Right Corner 3,0.6361331141429639,0.07994608111844274,0.2839208047385934
39,Stephen Curry,Off-Movement,Plus,Right Short Mid,0.5616696429895521,0.25124914744580484,0.18708120956464297
40,Stephen Curry,Off-Movement,Plus,Left Short Mid,0.5360782624038246,0.26227254413431034,0.201649193461865
41,Stephen Curry,Off-Movement,Plus,Mid-Right Midrange,0.6011987658132132,0.21602384997717974,0.18277738420960707
42,Stephen Curry,Off-Movement,Poor,Left Corner 3,0.5514054383378332,0.16588515295049425,0.28270940871167255
43,Stephen Curry,Off-Movement,Poor,Rim,0.34793778732502667,0.5341369611255247,0.11792525154944859
44,Stephen Curry,Off-Movement,Poor,Right Above Break 3,0.6026187616196271,0.1653658751663521,0.2320153632140208
45,Stephen Curry,Off-Movement,Poor,Mid-Left Short Paint,0.4992309962259057,0.31288857082821636,0.1878804329458779
46,Stephen Curry,Off-Movement,Poor,Mid-Right Above Break 3,0.5853977299706173,0.14685533162403067,0.267746938405352
47,Stephen Curry,Off-Movement,Poor,Mid-Left Above Break 3,0.5620881996380384,0.1322386900352897,0.30567311032667205
