player_name,variable,value,counts
Moses Moody,result_zone,Left Short Mid,12
Moses Moody,result_zone,Mid-Left Above Break 3,23
Moses Moody,result_zone,Mid-Left Deep Paint,1
Moses Moody,result_zone,Mid-Left Midrange,11
Moses Moody,result_zone,Mid-Left Short Paint,8
Moses Moody,result_zone,Mid-Right Above Break 3,23
Moses Moody,result_zone,Mid-Right Deep Paint,4
Moses Moody,result_zone,Mid-Right Midrange,6
Moses Moody,result_zone,Mid-Right Short Paint,4
Moses Moody,result_zone,Right Above Break 3,45
Moses Moody,result_zone,Right Corner 3,41
Moses Moody,result_zone,Right Midrange,10
Moses Moody,result_zone,Right Short Mid,8
Moses Moody,result_zone,Rim,130
Moses Moody,result_zone,Short Backcourt,1
Moses Moody,result_zone,,12
Nemanja Bjelica,points,0.0,580
Nemanja Bjelica,points,1.0,17
Nemanja Bjelica,points,2.0,283
Nemanja Bjelica,points,3.0,161
Nemanja Bjelica,points,4.0,3
Nemanja Bjelica,points,,8
Nemanja Bjelica,result_contest,Alter,17
Nemanja Bjelica,result_contest,Average,319
Nemanja Bjelica,result_contest,Block,23
Nemanja Bjelica,result_contest,Fouled,83
Nemanja Bjelica,result_contest,Goaltend,1
Nemanja Bjelica,result_contest,Open,209
Nemanja Bjelica,result_contest,Plus,169
Nemanja Bjelica,result_contest,Poor,59
Nemanja Bjelica,result_contest,,172
Nemanja Bjelica,result_type,1-2D Pull-Up,37
Nemanja Bjelica,result_type,3+D Pull-Up,5
Nemanja Bjelica,result_type,Catch & Shoot,279
Nemanja Bjelica,result_type,Dunk,43
Nemanja Bjelica,result_type,Face-Up,34
Nemanja Bjelica,result_type,Floater,75
Nemanja Bjelica,result_type,Hook,25
Nemanja Bjelica,result_type,Jump Ball,1
Nemanja Bjelica,result_type,Layup,246
Nemanja Bjelica,result_type,Leaner,5
Nemanja Bjelica,result_type,Off-Lob / Tip,29
Nemanja Bjelica,result_type,Off-Movement,80
Nemanja Bjelica,result_type,PU Fade,5
Nemanja Bjelica,result_type,Post Fade,8
Nemanja Bjelica,result_type,Putback,9
Nemanja Bjelica,result_type,SC Violation,10
Nemanja Bjelica,result_type,Side Out,22
Nemanja Bjelica,result_type,TOV,118
Nemanja Bjelica,result_type,Take FT,4
Nemanja Bjelica,result_type,Take Side,17
Nemanja Bjelica,result_zone,Deep Backcourt,3
Nemanja Bjelica,result_zone,Left Above Break 3,66
Nemanja Bjelica,result_zone,Left Corner 3,47
Nemanja Bjelica,result_zone,Left Midrange,7
Nemanja Bjelica,result_zone,Left Short Mid,23
Nemanja Bjelica,result_zone,Mid-Left Above Break 3,88
Nemanja Bjelica,result_zone,Mid-Left Deep Paint,7
Nemanja Bjelica,result_zone,Mid-Left Midrange,11
Nemanja Bjelica,result_zone,Mid-Left Short Paint,13
Nemanja Bjelica,result_zone,Mid-Right Above Break 3,68
Nemanja Bjelica,result_zone,Mid-Right Deep Paint,7
Nemanja Bjelica,result_zone,Mid-Right Midrange,12
Nemanja Bjelica,result_zone,Mid-Right Short Paint,23
Nemanja Bjelica,result_zone,Right Above Break 3,99
Nemanja Bjelica,result_zone,Right Corner 3,64
Nemanja Bjelica,result_zone,Right Midrange,18
Nemanja Bjelica,result_zone,Right Short Mid,21
Nemanja Bjelica,result_zone,Rim,442
Nemanja Bjelica,result_zone,,33
Otto Porter Jr.,points,0.0,574
Otto Porter Jr.,points,1.0,20
Otto Porter Jr.,points,2.0,252
Otto Porter Jr.,points,3.0,202
Otto Porter Jr.,points,4.0,1
Otto Porter Jr.,points,,2
Otto Porter Jr.,result_contest,Alter,20
Otto Porter Jr.,result_contest,Average,375
Otto Porter Jr.,result_contest,Block,19
Otto Porter Jr.,result_contest,Fouled,68
Otto Porter Jr.,result_contest,Open,198
Otto Porter Jr.,result_contest,Plus,179
Otto Porter Jr.,result_contest,Poor,71
Otto Porter Jr.,result_contest,,121
Otto Porter Jr.,result_type,1-2D Pull-Up,69
Otto Porter Jr.,result_type,3+D Pull-Up,13
Otto Porter Jr.,result_type,Catch & Shoot,316
Otto Porter Jr.,result_type,Dunk,39
Otto Porter Jr.,result_type,Face-Up,12
Otto Porter Jr.,result_type,Floater,64
Otto Porter Jr.,result_type,Hook,12
Otto Porter Jr.,result_type,Jump Ball,1
Otto Porter Jr.,result_type,Layup,193
Otto Porter Jr.,result_type,Leaner,7
Otto Porter Jr.,result_type,Off-Lob / Tip,12
Otto Porter Jr.,result_type,Off-Movement,158
Otto Porter Jr.,result_type,PU Fade,26
Otto Porter Jr.,result_type,Post Fade,4
Otto Porter Jr.,result_type,Putback,5
Otto Porter Jr.,result_type,SC Violation,7
Otto Porter Jr.,result_type,Side Out,16
Otto Porter Jr.,result_type,TOV,70
Otto Porter Jr.,result_type,Take FT,5
Otto Porter Jr.,result_type,Take Side,22
Otto Porter Jr.,result_zone,Deep Backcourt,5
Otto Porter Jr.,result_zone,Left Above Break 3,106
Otto Porter Jr.,result_zone,Left Corner 3,72
Otto Porter Jr.,result_zone,Left Midrange,32
Otto Porter Jr.,result_zone,Left Short Mid,19
Otto Porter Jr.,result_zone,Mid-Left Above Break 3,83
Otto Porter Jr.,result_zone,Mid-Left Deep Paint,7
Otto Porter Jr.,result_zone,Mid-Left Midrange,21
Otto Porter Jr.,result_zone,Mid-Left Short Paint,13
Otto Porter Jr.,result_zone,Mid-Right Above Break 3,60
Otto Porter Jr.,result_zone,Mid-Right Deep Paint,6
Otto Porter Jr.,result_zone,Mid-Right Midrange,21
Otto Porter Jr.,result_zone,Mid-Right Short Paint,14
Otto Porter Jr.,result_zone,Right Above Break 3,104
Otto Porter Jr.,result_zone,Right Corner 3,91
Otto Porter Jr.,result_zone,Right Midrange,22
Otto Porter Jr.,result_zone,Right Short Mid,18
Otto Porter Jr.,result_zone,Rim,331
Otto Porter Jr.,result_zone,Short Backcourt,2
Otto Porter Jr.,result_zone,,24
Quinndary Weatherspoon,points,0.0,20
Quinndary Weatherspoon,points,2.0,16
Quinndary Weatherspoon,points,3.0,6
Quinndary Weatherspoon,result_contest,Alter,2
Quinndary Weatherspoon,result_contest,Average,10
Quinndary Weatherspoon,result_contest,Block,1
Quinndary Weatherspoon,result_contest,Fouled,5
Quinndary Weatherspoon,result_contest,Open,12
Quinndary Weatherspoon,result_contest,Plus,6
Quinndary Weatherspoon,result_contest,Poor,2
Quinndary Weatherspoon,result_contest,,4
Quinndary Weatherspoon,result_type,1-2D Pull-Up,5
Quinndary Weatherspoon,result_type,Catch & Shoot,5
Quinndary Weatherspoon,result_type,Dunk,4
Quinndary Weatherspoon,result_type,Face-Up,1
Quinndary Weatherspoon,result_type,Floater,2
Quinndary Weatherspoon,result_type,Layup,17
Quinndary Weatherspoon,result_type,Leaner,1
Quinndary Weatherspoon,result_type,Off-Lob / Tip,1
Quinndary Weatherspoon,result_type,Off-Movement,2
Quinndary Weatherspoon,result_type,TOV,3
Quinndary Weatherspoon,result_type,Take Side,1
Quinndary Weatherspoon,result_zone,Left Above Break 3,2
Quinndary Weatherspoon,result_zone,Left Corner 3,1
Quinndary Weatherspoon,result_zone,Mid-Left Above Break 3,4
Quinndary Weatherspoon,result_zone,Mid-Left Deep Paint,1
Quinndary Weatherspoon,result_zone,Mid-Left Midrange,1
Quinndary Weatherspoon,result_zone,Mid-Left Short Paint,1
Quinndary Weatherspoon,result_zone,Mid-Right Deep Paint,1
Quinndary Weatherspoon,result_zone,Mid-Right Short Paint,1
Quinndary Weatherspoon,result_zone,Right Above Break 3,4
Quinndary Weatherspoon,result_zone,Right Corner 3,2
Quinndary Weatherspoon,result_zone,Rim,24
Stephen Curry,points,0.0,2609
Stephen Curry,points,1.0,73
Stephen Curry,points,2.0,1090
Stephen Curry,points,3.0,848
Stephen Curry,points,4.0,8
Stephen Curry,points,,8
Stephen Curry,result_contest,Alter,53
Stephen Curry,result_contest,Average,1584
Stephen Curry,result_contest,Block,131
Stephen Curry,result_contest,Fouled,319
Stephen Curry,result_contest,Goaltend,4
Stephen Curry,result_contest,Open,742
Stephen Curry,result_contest,Plus,846
Stephen Curry,result_contest,Poor,243
Stephen Curry,result_contest,,714
Stephen Curry,result_type,1-2D Pull-Up,307
Stephen Curry,result_type,3+D Pull-Up,521
Stephen Curry,result_type,Catch & Shoot,775
Stephen Curry,result_type,Dunk,154
Stephen Curry,result_type,Face-Up,64
Stephen Curry,result_type,Floater,398
Stephen Curry,result_type,Hook,35
Stephen Curry,result_type,Jump Ball,6
Stephen Curry,result_type,Layup,908
Stephen Curry,result_type,Leaner,35
Stephen Curry,result_type,Off-Lob / Tip,27
Stephen Curry,result_type,Off-Movement,572
Stephen Curry,result_type,PU Fade,106
Stephen Curry,result_type,Post Fade,19
Stephen Curry,result_type,Putback,1
Stephen Curry,result_type,SC Violation,11
Stephen Curry,result_type,Side Out,100
Stephen Curry,result_type,TOV,450
Stephen Curry,result_type,Take FT,34
Stephen Curry,result_type,Take Side,113
Stephen Curry,result_zone,Deep Backcourt,13
Stephen Curry,result_zone,Left Above Break 3,377
Stephen Curry,result_zone,Left Corner 3,260
Stephen Curry,result_zone,Left Midrange,76
Stephen Curry,result_zone,Left Short Mid,101
Stephen Curry,result_zone,Mid-Left Above Break 3,478
Stephen Curry,result_zone,Mid-Left Deep Paint,31
Stephen Curry,result_zone,Mid-Left Midrange,105
Stephen Curry,result_zone,Mid-Left Short Paint,82
Stephen Curry,result_zone,Mid-Right Above Break 3,384
Stephen Curry,result_zone,Mid-Right Deep Paint,32
Stephen Curry,result_zone,Mid-Right Midrange,124
Stephen Curry,result_zone,Mid-Right Short Paint,65
Stephen Curry,result_zone,Right Above Break 3,433
Stephen Curry,result_zone,Right Corner 3,272
Stephen Curry,result_zone,Right Midrange,92
Stephen Curry,result_zone,Right Short Mid,101
Stephen Curry,result_zone,Rim,1457
Stephen Curry,result_zone,Short Backcourt,32
Stephen Curry,result_zone,,121
